-----------------------------------------------------------------------------------------------------

OPTICAL/UV/NIR DATA
      Time        Exposure(s)  Mag        Magerr        Filter   Telescope
    -72.1920013      0.1525000      0.1170000      0.1693000      0.1162000     -0.0493000      0.1067000     -0.0452000      0.0915000      0.2273000      0.2167000     BAT
    -72.1279984      0.0006000      0.1038000     -0.0190000      0.1151000     -0.0389000      0.0972000     -0.0344000      0.0865000     -0.0916000      0.2024000     BAT
    -72.0640030     -0.0972000      0.1119000     -0.0354000      0.1190000      0.0174000      0.1030000     -0.1316000      0.0882000     -0.2469000      0.2123000     BAT
    -72.0000000     -0.0081000      0.1097000      0.0970000      0.1098000      0.0737000      0.1042000      0.0688000      0.0927000      0.2314000      0.2087000     BAT
    -71.9359970     -0.0359000      0.1120000      0.0461000      0.1068000      0.1249000      0.1053000      0.1404000      0.1009000      0.2756000      0.2127000     BAT
    -71.8720016     -0.1052000      0.1022000      0.0719000      0.1094000      0.0557000      0.0973000      0.0365000      0.0961000      0.0589000      0.2028000     BAT
    -71.8079987     -0.0848000      0.1038000     -0.1572000      0.1038000      0.0739000      0.0964000     -0.2501000      0.0994000     -0.4182000      0.2019000     BAT
    -71.7440033      0.0194000      0.1064000     -0.0389000      0.1105000     -0.1176000      0.1070000      0.1335000      0.0927000     -0.0036000      0.2088000     BAT
    -71.6800003     -0.1313000      0.1149000      0.0201000      0.1201000      0.0093000      0.0945000     -0.0031000      0.0874000     -0.1050000      0.2102000     BAT
    -71.6159973     -0.1868000      0.1138000     -0.0720000      0.1056000      0.0258000      0.0991000      0.0457000      0.0892000     -0.1873000      0.2046000     BAT
    -71.5520020      0.0039000      0.0998000     -0.0824000      0.1078000     -0.0256000      0.0997000     -0.0253000      0.1000000     -0.1294000      0.2038000     BAT
    -71.4879990      0.1591000      0.1102000     -0.1308000      0.1124000     -0.0429000      0.0963000      0.2499000      0.0961000      0.2352000      0.2080000     BAT
    -71.4240036     -0.1284000      0.1084000      0.0789000      0.1009000     -0.0555000      0.1084000      0.2423000      0.0908000      0.1374000      0.2047000     BAT
    -71.3600006     -0.0396000      0.1056000      0.0274000      0.1025000      0.0624000      0.1083000     -0.0021000      0.0987000      0.0481000      0.2077000     BAT
    -71.2959976      0.1816000      0.1079000      0.0062000      0.1013000      0.1149000      0.0977000      0.0695000      0.0966000      0.3721000      0.2019000     BAT
    -71.2320023      0.0598000      0.1063000     -0.2009000      0.1202000      0.0958000      0.1083000      0.0344000      0.0950000     -0.0109000      0.2157000     BAT
    -71.1679993      0.2294000      0.1090000     -0.0481000      0.0965000      0.0068000      0.0940000      0.0382000      0.0958000      0.2263000      0.1980000     BAT
    -71.1039963     -0.0730000      0.1092000      0.0145000      0.0995000     -0.0524000      0.1019000     -0.0429000      0.0892000     -0.1539000      0.2004000     BAT
    -71.0400009     -0.0836000      0.1085000      0.1569000      0.1175000      0.1330000      0.1018000      0.0672000      0.0906000      0.2735000      0.2102000     BAT
    -70.9759979     -0.0784000      0.1075000     -0.1849000      0.1145000      0.0990000      0.0970000     -0.0627000      0.0990000     -0.2269000      0.2095000     BAT
    -70.9120026      0.0662000      0.1058000     -0.1399000      0.1020000     -0.1442000      0.0964000     -0.1338000      0.0864000     -0.3517000      0.1959000     BAT
    -70.8479996     -0.1807000      0.1154000      0.0573000      0.1064000      0.1166000      0.1049000     -0.0601000      0.1108000     -0.0669000      0.2189000     BAT
    -70.7839966     -0.0545000      0.1030000     -0.2696000      0.1103000      0.0058000      0.0949000     -0.1747000      0.0740000     -0.4929000      0.1931000     BAT
    -70.7200012      0.0607000      0.1074000     -0.0157000      0.1080000      0.0077000      0.0926000      0.0609000      0.0881000      0.1137000      0.1989000     BAT
    -70.6559982     -0.1734000      0.1076000      0.1284000      0.1037000     -0.0748000      0.1077000      0.1256000      0.0978000      0.0057000      0.2085000     BAT
    -70.5920029      0.1612000      0.1019000     -0.1439000      0.1110000     -0.1436000      0.0979000     -0.0037000      0.0974000     -0.1299000      0.2044000     BAT
    -70.5279999     -0.0211000      0.1109000     -0.0870000      0.1083000     -0.0263000      0.0952000      0.0768000      0.0874000     -0.0577000      0.2018000     BAT
    -70.4639969     -0.0515000      0.1159000     -0.0010000      0.1039000      0.1000000      0.1061000     -0.2762000      0.0949000     -0.2287000      0.2110000     BAT
    -70.4000015     -0.0599000      0.1089000      0.0201000      0.1136000     -0.0608000      0.1044000      0.0111000      0.0964000     -0.0896000      0.2120000     BAT
    -70.3359985      0.2504000      0.1060000      0.0640000      0.1151000      0.0522000      0.1057000     -0.0468000      0.0959000      0.3198000      0.2118000     BAT
    -70.2720032      0.0408000      0.1055000     -0.1889000      0.1180000      0.0266000      0.0994000     -0.0038000      0.0931000     -0.1253000      0.2088000     BAT
    -70.2080002     -0.1614000      0.1099000     -0.0029000      0.1157000     -0.0303000      0.0971000      0.1075000      0.1017000     -0.0871000      0.2127000     BAT
    -70.1439972     -0.0340000      0.1110000     -0.0238000      0.1151000     -0.0100000      0.0975000      0.0378000      0.0941000     -0.0300000      0.2096000     BAT
    -70.0800018      0.0948000      0.1099000      0.0070000      0.1103000      0.0848000      0.0914000      0.0094000      0.0919000      0.1960000      0.2026000     BAT
    -70.0159988     -0.0677000      0.1014000     -0.1595000      0.1011000      0.0974000      0.0953000      0.0191000      0.0856000     -0.1107000      0.1921000     BAT
    -69.9520035      0.0580000      0.1123000      0.0844000      0.1106000     -0.0742000      0.0977000     -0.1092000      0.0928000     -0.0410000      0.2074000     BAT
    -69.8880005      0.1091000      0.1037000      0.1218000      0.1095000      0.1190000      0.1020000     -0.0371000      0.0999000      0.3129000      0.2077000     BAT
    -69.8239975      0.1572000      0.1147000     -0.0308000      0.1101000     -0.1202000      0.0864000      0.0624000      0.0937000      0.0687000      0.2038000     BAT
    -69.7600021      0.1759000      0.1181000     -0.0579000      0.1064000     -0.0652000      0.1082000      0.0398000      0.0849000      0.0926000      0.2101000     BAT
    -69.6959991     -0.0886000      0.1115000      0.1003000      0.1197000      0.0684000      0.0967000     -0.0162000      0.0983000      0.0638000      0.2140000     BAT
    -69.6320038     -0.0846000      0.1077000     -0.0112000      0.1177000     -0.0920000      0.0937000      0.1402000      0.0998000     -0.0475000      0.2102000     BAT
    -69.5680008      0.1341000      0.1105000      0.1350000      0.1196000      0.0930000      0.1079000      0.0686000      0.0989000      0.4308000      0.2189000     BAT
    -69.5039978      0.0119000      0.1121000      0.1591000      0.1104000      0.2003000      0.0960000      0.0184000      0.0926000      0.3896000      0.2063000     BAT
    -69.4400024     -0.0329000      0.1027000      0.0696000      0.1180000     -0.1641000      0.0999000      0.0911000      0.1089000     -0.0363000      0.2152000     BAT
    -69.3759995      0.0783000      0.1151000      0.1836000      0.1107000      0.0178000      0.0951000     -0.0249000      0.0951000      0.2549000      0.2087000     BAT
    -69.3119965      0.0014000      0.1029000     -0.1519000      0.1150000     -0.0100000      0.1031000     -0.0501000      0.0919000     -0.2107000      0.2071000     BAT
    -69.2480011      0.0519000      0.1058000      0.0297000      0.1031000     -0.0825000      0.1138000     -0.0007000      0.0909000     -0.0015000      0.2074000     BAT
    -69.1839981     -0.0066000      0.1041000     -0.0893000      0.1061000     -0.0433000      0.0937000      0.1460000      0.1031000      0.0068000      0.2037000     BAT
    -69.1200027      0.0234000      0.1046000      0.1111000      0.1150000     -0.0041000      0.0982000     -0.0056000      0.1027000      0.1248000      0.2106000     BAT
    -69.0559998     -0.0295000      0.0973000     -0.0049000      0.1043000     -0.0997000      0.1003000      0.0015000      0.0820000     -0.1326000      0.1927000     BAT
    -68.9919968     -0.0639000      0.1015000      0.1745000      0.1036000     -0.0120000      0.1001000      0.1719000      0.0974000      0.2704000      0.2014000     BAT
    -68.9280014      0.0609000      0.1127000      0.0117000      0.1104000     -0.0177000      0.1030000     -0.1957000      0.1067000     -0.1407000      0.2165000     BAT
    -68.8639984     -0.0508000      0.1082000     -0.0004000      0.1091000     -0.0269000      0.1049000     -0.0043000      0.0861000     -0.0824000      0.2050000     BAT
    -68.8000031     -0.0623000      0.1093000     -0.0451000      0.1064000     -0.1641000      0.1013000      0.0124000      0.0958000     -0.2590000      0.2067000     BAT
    -68.7360001     -0.1918000      0.0996000      0.0548000      0.1030000     -0.1387000      0.1012000      0.1859000      0.0879000     -0.0898000      0.1962000     BAT
    -68.6719971      0.0429000      0.1076000     -0.1095000      0.1104000     -0.0482000      0.1039000     -0.0483000      0.0855000     -0.1632000      0.2046000     BAT
    -68.6080017      0.1031000      0.0973000      0.1956000      0.1198000      0.0513000      0.1005000      0.1874000      0.0943000      0.5374000      0.2069000     BAT
    -68.5439987     -0.0358000      0.1060000     -0.0946000      0.1109000     -0.1032000      0.1087000     -0.1605000      0.0992000     -0.3940000      0.2125000     BAT
    -68.4800034      0.1386000      0.1007000      0.0556000      0.1098000     -0.0048000      0.0929000     -0.0485000      0.1001000      0.1409000      0.2021000     BAT
    -68.4160004      0.1626000      0.1035000      0.2580000      0.1117000      0.0215000      0.0999000     -0.0984000      0.0917000      0.3436000      0.2039000     BAT
    -68.3519974      0.0121000      0.1142000      0.0223000      0.1078000      0.0721000      0.0905000     -0.2064000      0.0960000     -0.0998000      0.2051000     BAT
    -68.2880020     -0.0785000      0.1056000      0.0534000      0.1038000     -0.2133000      0.1001000     -0.0668000      0.0957000     -0.3051000      0.2027000     BAT
    -68.2239990      0.0038000      0.1064000     -0.1596000      0.1075000     -0.1011000      0.0986000     -0.0986000      0.0888000     -0.3555000      0.2012000     BAT
    -68.1600037      0.0144000      0.1101000     -0.1746000      0.1169000     -0.0257000      0.0986000     -0.0348000      0.0982000     -0.2206000      0.2125000     BAT
    -68.0960007      0.0126000      0.1133000     -0.0259000      0.1154000     -0.0878000      0.0917000     -0.1117000      0.0982000     -0.2128000      0.2103000     BAT
    -68.0319977     -0.1009000      0.1054000     -0.1296000      0.1136000     -0.1252000      0.1059000     -0.0190000      0.0968000     -0.3746000      0.2112000     BAT
    -67.9680023      0.0319000      0.0973000     -0.0292000      0.1061000     -0.0257000      0.0871000     -0.0863000      0.0885000     -0.1093000      0.1901000     BAT
    -67.9039993     -0.0075000      0.1086000      0.0527000      0.1110000      0.1346000      0.1111000      0.0381000      0.0872000      0.2179000      0.2099000     BAT
    -67.8399963     -0.0245000      0.1018000      0.0031000      0.1099000      0.1231000      0.0959000      0.0193000      0.0825000      0.1210000      0.1961000     BAT
    -67.7760010     -0.2334000      0.1106000     -0.0984000      0.1100000     -0.2369000      0.0915000     -0.2033000      0.0851000     -0.7720000      0.1999000     BAT
    -67.7119980      0.1440000      0.1032000      0.1570000      0.1064000      0.2010000      0.1036000     -0.0421000      0.0987000      0.4599000      0.2061000     BAT
    -67.6480026      0.0733000      0.1006000     -0.0120000      0.1020000     -0.0626000      0.0986000      0.0491000      0.0889000      0.0477000      0.1953000     BAT
    -67.5839996      0.1218000      0.1096000      0.1003000      0.1090000     -0.0035000      0.0923000     -0.1467000      0.0973000      0.0720000      0.2046000     BAT
    -67.5199966     -0.1079000      0.1045000      0.1207000      0.1130000     -0.0424000      0.1080000      0.0364000      0.1060000      0.0068000      0.2158000     BAT
    -67.4560013     -0.0998000      0.1094000     -0.0890000      0.1147000      0.0938000      0.0949000     -0.0708000      0.0933000     -0.1658000      0.2070000     BAT
    -67.3919983      0.0767000      0.1104000      0.0759000      0.1103000     -0.3021000      0.1045000     -0.0564000      0.0960000     -0.2059000      0.2109000     BAT
    -67.3280029     -0.1000000      0.1100000      0.0307000      0.1113000      0.0971000      0.0962000      0.0445000      0.0863000      0.0724000      0.2029000     BAT
    -67.2639999      0.1935000      0.1053000     -0.1959000      0.1096000      0.0159000      0.1027000     -0.0866000      0.0889000     -0.0731000      0.2039000     BAT
    -67.1999969      0.0155000      0.1157000     -0.0665000      0.1096000     -0.1204000      0.0993000      0.0873000      0.0805000     -0.0841000      0.2043000     BAT
    -67.1360016      0.1070000      0.1099000     -0.1121000      0.0985000      0.0868000      0.0979000      0.0073000      0.0908000      0.0890000      0.1990000     BAT
    -67.0719986      0.0918000      0.1054000     -0.1609000      0.1176000      0.1112000      0.0948000      0.0024000      0.1028000      0.0445000      0.2110000     BAT
    -67.0080032     -0.1105000      0.1062000      0.0271000      0.1058000      0.0930000      0.0976000     -0.0767000      0.0936000     -0.0671000      0.2019000     BAT
    -66.9440002      0.0350000      0.1026000     -0.0356000      0.1110000      0.0092000      0.0953000     -0.0946000      0.0895000     -0.0860000      0.1998000     BAT
    -66.8799973     -0.0255000      0.1131000     -0.0030000      0.0968000      0.1245000      0.0956000     -0.1547000      0.1002000     -0.0586000      0.2033000     BAT
    -66.8160019      0.3476000      0.1129000     -0.0023000      0.1065000     -0.0820000      0.1055000     -0.0138000      0.0874000      0.2495000      0.2070000     BAT
    -66.7519989     -0.0036000      0.1015000      0.2595000      0.1166000     -0.0153000      0.0989000     -0.0853000      0.0896000      0.1552000      0.2042000     BAT
    -66.6880035      0.1379000      0.1098000     -0.0808000      0.1106000      0.0778000      0.0977000      0.0143000      0.0991000      0.1492000      0.2090000     BAT
    -66.6240005     -0.0517000      0.1083000      0.0355000      0.1022000     -0.1330000      0.0940000     -0.0641000      0.0936000     -0.2133000      0.1994000     BAT
    -66.5599976     -0.0499000      0.1042000      0.0249000      0.1099000      0.1088000      0.0982000     -0.0562000      0.0865000      0.0275000      0.2001000     BAT
    -66.4960022     -0.1566000      0.1030000     -0.0862000      0.1054000      0.0592000      0.1125000      0.0065000      0.0961000     -0.1772000      0.2088000     BAT
    -66.4319992     -0.0414000      0.1172000      0.2084000      0.0976000     -0.0095000      0.0990000      0.0467000      0.0897000      0.2042000      0.2028000     BAT
    -66.3679962      0.2218000      0.1156000     -0.0788000      0.1044000      0.0400000      0.0964000     -0.0037000      0.0968000      0.1794000      0.2072000     BAT
    -66.3040009     -0.0321000      0.1078000      0.0705000      0.1042000      0.0324000      0.0982000      0.0332000      0.0963000      0.1039000      0.2035000     BAT
    -66.2399979     -0.2072000      0.0988000     -0.0418000      0.1087000     -0.0608000      0.1038000      0.0732000      0.0976000     -0.2366000      0.2047000     BAT
    -66.1760025      0.1175000      0.1027000      0.1977000      0.1116000     -0.1712000      0.1077000      0.0241000      0.0900000      0.1681000      0.2067000     BAT
    -66.1119995      0.1205000      0.1101000      0.0255000      0.1052000     -0.0862000      0.0956000     -0.1020000      0.0908000     -0.0422000      0.2014000     BAT
    -66.0479965     -0.0398000      0.1079000      0.1392000      0.0923000     -0.0294000      0.1022000     -0.1155000      0.0942000     -0.0455000      0.1987000     BAT
    -65.9840012     -0.1817000      0.1058000     -0.0301000      0.1138000      0.0014000      0.1034000     -0.0854000      0.0825000     -0.2957000      0.2041000     BAT
    -65.9199982     -0.2057000      0.1127000      0.1492000      0.1110000      0.1395000      0.0948000     -0.0926000      0.0973000     -0.0097000      0.2085000     BAT
    -65.8560028     -0.0875000      0.1124000     -0.0442000      0.1038000     -0.0026000      0.0992000     -0.0829000      0.1003000     -0.2172000      0.2081000     BAT
    -65.7919998      0.0656000      0.0973000      0.0424000      0.1062000      0.1452000      0.0964000      0.0459000      0.0889000      0.2991000      0.1948000     BAT
    -65.7279968     -0.1613000      0.1113000      0.0007000      0.1077000     -0.0076000      0.1045000      0.0611000      0.0874000     -0.1071000      0.2063000     BAT
    -65.6640015     -0.0559000      0.1114000      0.0124000      0.1117000      0.0069000      0.1021000      0.1123000      0.0844000      0.0757000      0.2059000     BAT
    -65.5999985     -0.0688000      0.1048000      0.1316000      0.0966000      0.0832000      0.0953000      0.0582000      0.0926000      0.2042000      0.1949000     BAT
    -65.5360031     -0.0620000      0.0981000     -0.1528000      0.1130000     -0.1952000      0.1012000      0.0506000      0.0889000     -0.3594000      0.2013000     BAT
    -65.4720001     -0.3412000      0.1120000      0.0621000      0.1012000      0.0359000      0.1054000     -0.0087000      0.1032000     -0.2519000      0.2111000     BAT
    -65.4079971     -0.0670000      0.1006000      0.0440000      0.1093000      0.0007000      0.1018000     -0.0645000      0.0908000     -0.0868000      0.2017000     BAT
    -65.3440018      0.0503000      0.1064000      0.0266000      0.1095000      0.0111000      0.1010000     -0.0737000      0.0933000      0.0141000      0.2055000     BAT
    -65.2799988     -0.0713000      0.1115000      0.0258000      0.1141000      0.0164000      0.0958000     -0.1620000      0.0928000     -0.1911000      0.2080000     BAT
    -65.2160034     -0.0507000      0.1063000      0.0451000      0.1205000      0.0296000      0.1009000     -0.1213000      0.0972000     -0.0973000      0.2131000     BAT
    -65.1520004      0.0459000      0.1023000     -0.1080000      0.1128000      0.1342000      0.1081000      0.0494000      0.0972000      0.1215000      0.2106000     BAT
    -65.0879974     -0.0310000      0.1112000      0.0674000      0.1103000      0.0423000      0.1058000     -0.1428000      0.0961000     -0.0641000      0.2120000     BAT
    -65.0240021      0.0028000      0.0997000      0.0654000      0.1160000     -0.0765000      0.1007000      0.0522000      0.0911000      0.0440000      0.2046000     BAT
    -64.9599991     -0.0449000      0.1069000      0.1186000      0.1072000     -0.0145000      0.0866000     -0.0371000      0.0887000      0.0222000      0.1956000     BAT
    -64.8960037      0.1056000      0.1023000      0.1115000      0.1139000      0.0067000      0.1034000      0.0435000      0.1001000      0.2673000      0.2102000     BAT
    -64.8320007      0.0495000      0.1023000     -0.0527000      0.1048000     -0.0961000      0.0969000     -0.0851000      0.0989000     -0.1844000      0.2015000     BAT
    -64.7679977      0.2161000      0.1140000      0.1635000      0.1090000     -0.0034000      0.0909000      0.0881000      0.0966000      0.4643000      0.2061000     BAT
    -64.7040024     -0.0342000      0.1096000      0.0690000      0.1001000      0.0798000      0.1008000      0.0216000      0.1007000      0.1362000      0.2057000     BAT
    -64.6399994     -0.2251000      0.1101000      0.0590000      0.0960000     -0.1030000      0.1111000     -0.0362000      0.0992000     -0.3053000      0.2086000     BAT
    -64.5759964      0.1700000      0.1106000      0.0917000      0.0970000      0.0728000      0.0970000     -0.1122000      0.0977000      0.2223000      0.2014000     BAT
    -64.5120010      0.0379000      0.1026000      0.0490000      0.1108000      0.0094000      0.0985000     -0.0120000      0.0948000      0.0843000      0.2037000     BAT
    -64.4479980     -0.1337000      0.1105000     -0.0834000      0.1048000     -0.1288000      0.0778000     -0.0462000      0.0905000     -0.3921000      0.1935000     BAT
    -64.3840027     -0.1152000      0.1098000     -0.0610000      0.0995000     -0.0545000      0.1164000      0.0311000      0.0826000     -0.1997000      0.2057000     BAT
    -64.3199997      0.1195000      0.1068000      0.0235000      0.1157000     -0.0317000      0.0958000      0.0976000      0.0917000      0.2089000      0.2059000     BAT
    -64.2559967     -0.0093000      0.1140000     -0.2122000      0.1138000      0.0639000      0.0926000     -0.2409000      0.0885000     -0.3984000      0.2058000     BAT
    -64.1920013      0.1174000      0.1070000      0.1279000      0.1162000     -0.1654000      0.1049000      0.0612000      0.1049000      0.1412000      0.2167000     BAT
    -64.1279984      0.0295000      0.1034000     -0.0883000      0.1086000      0.1680000      0.0993000      0.0684000      0.0923000      0.1776000      0.2022000     BAT
    -64.0640030      0.1211000      0.1083000     -0.1328000      0.1013000     -0.1295000      0.1066000     -0.0027000      0.0851000     -0.1440000      0.2015000     BAT
    -64.0000000     -0.0350000      0.1141000      0.1579000      0.1049000     -0.0943000      0.0940000      0.0956000      0.0922000      0.1242000      0.2034000     BAT
    -63.9360008     -0.0632000      0.0979000      0.1812000      0.1076000      0.0696000      0.1059000      0.1027000      0.0862000      0.2902000      0.1995000     BAT
    -63.8720016      0.0411000      0.1072000      0.1196000      0.1047000     -0.0509000      0.0993000      0.0540000      0.0953000      0.1638000      0.2035000     BAT
    -63.8079987     -0.0344000      0.1001000      0.1358000      0.1067000      0.2080000      0.0933000     -0.0171000      0.0883000      0.2923000      0.1947000     BAT
    -63.7439995     -0.1472000      0.1000000      0.1930000      0.1111000     -0.0155000      0.0916000      0.0516000      0.0925000      0.0818000      0.1982000     BAT
    -63.6800003     -0.1177000      0.1031000      0.0365000      0.1139000      0.0396000      0.1068000     -0.0438000      0.0934000     -0.0854000      0.2091000     BAT
    -63.6160011     -0.2975000      0.1105000     -0.1116000      0.1093000      0.1009000      0.1004000      0.2090000      0.0973000     -0.0993000      0.2090000     BAT
    -63.5519981      0.0337000      0.1102000     -0.0787000      0.1162000      0.0817000      0.0927000      0.0050000      0.0916000      0.0417000      0.2065000     BAT
    -63.4879990     -0.0198000      0.1120000     -0.0722000      0.1122000     -0.0212000      0.0925000     -0.0829000      0.0958000     -0.1961000      0.2070000     BAT
    -63.4239998      0.0846000      0.1068000     -0.0385000      0.1196000      0.1227000      0.0951000     -0.0888000      0.0956000      0.0800000      0.2094000     BAT
    -63.3600006     -0.0483000      0.0916000     -0.0836000      0.1162000     -0.0300000      0.0971000      0.0807000      0.0970000     -0.0812000      0.2019000     BAT
    -63.2960014      0.0831000      0.1131000     -0.0321000      0.1048000      0.0152000      0.1028000      0.0096000      0.0885000      0.0759000      0.2054000     BAT
    -63.2319984      0.0649000      0.1070000      0.0603000      0.1007000      0.0504000      0.1102000      0.2063000      0.0876000      0.3819000      0.2034000     BAT
    -63.1679993     -0.1304000      0.0998000      0.0047000      0.1074000     -0.0132000      0.0983000      0.0004000      0.0900000     -0.1385000      0.1981000     BAT
    -63.1040001      0.1786000      0.1009000      0.1406000      0.1075000     -0.0247000      0.0928000     -0.0476000      0.0817000      0.2470000      0.1924000     BAT
    -63.0400009     -0.1316000      0.1083000     -0.0895000      0.1208000      0.0692000      0.0942000      0.0713000      0.0931000     -0.0805000      0.2095000     BAT
    -62.9760017     -0.0160000      0.1115000      0.1899000      0.1077000     -0.2638000      0.1099000      0.0816000      0.0911000     -0.0083000      0.2107000     BAT
    -62.9119987      0.0909000      0.1066000     -0.1474000      0.1101000     -0.1124000      0.1035000     -0.0873000      0.1013000     -0.2563000      0.2109000     BAT
    -62.8479996     -0.0143000      0.0997000     -0.1326000      0.1060000      0.0209000      0.0908000      0.0761000      0.0989000     -0.0500000      0.1980000     BAT
    -62.7840004     -0.1439000      0.1139000      0.1843000      0.1085000      0.0870000      0.0934000     -0.0648000      0.0927000      0.0627000      0.2051000     BAT
    -62.7200012     -0.0967000      0.1015000      0.0760000      0.1052000      0.0079000      0.1058000     -0.0504000      0.1019000     -0.0633000      0.2072000     BAT
    -62.6559982     -0.0716000      0.1073000      0.0088000      0.1195000      0.0968000      0.1098000     -0.0165000      0.1055000      0.0175000      0.2213000     BAT
    -62.5919991      0.0870000      0.1026000      0.0117000      0.1070000      0.0238000      0.0925000     -0.0097000      0.0930000      0.1128000      0.1980000     BAT
    -62.5279999      0.2233000      0.1044000      0.1267000      0.1080000      0.0159000      0.0920000      0.0189000      0.0958000      0.3848000      0.2005000     BAT
    -62.4640007     -0.1015000      0.1116000      0.0818000      0.1160000      0.0666000      0.1029000     -0.0550000      0.0923000     -0.0080000      0.2122000     BAT
    -62.4000015      0.1707000      0.1034000      0.0129000      0.1056000     -0.1799000      0.0920000      0.0701000      0.0907000      0.0739000      0.1963000     BAT
    -62.3359985     -0.1119000      0.0947000     -0.0004000      0.1089000      0.0784000      0.1002000      0.0548000      0.0783000      0.0209000      0.1924000     BAT
    -62.2719994      0.0226000      0.1201000      0.1184000      0.1111000      0.0208000      0.1008000      0.0975000      0.0791000      0.2592000      0.2078000     BAT
    -62.2080002     -0.0045000      0.1116000      0.2108000      0.1091000      0.0533000      0.0914000      0.0458000      0.0886000      0.3054000      0.2015000     BAT
    -62.1440010     -0.0004000      0.1135000     -0.2472000      0.1153000     -0.2049000      0.1007000     -0.0235000      0.1000000     -0.4759000      0.2152000     BAT
    -62.0800018     -0.0267000      0.1006000      0.1100000      0.1112000     -0.0662000      0.1028000     -0.0812000      0.0894000     -0.0641000      0.2025000     BAT
    -62.0159988     -0.0471000      0.1114000      0.0389000      0.1155000     -0.1181000      0.1089000      0.1148000      0.1100000     -0.0114000      0.2230000     BAT
    -61.9519997     -0.0214000      0.1078000      0.0022000      0.1061000      0.0334000      0.0921000     -0.0181000      0.0886000     -0.0040000      0.1980000     BAT
    -61.8880005      0.0849000      0.1100000      0.0392000      0.1009000      0.0314000      0.0926000      0.0100000      0.0831000      0.1656000      0.1943000     BAT
    -61.8240013     -0.0105000      0.1077000      0.1357000      0.1113000      0.2092000      0.1010000      0.0998000      0.1011000      0.4343000      0.2107000     BAT
    -61.7599983      0.0158000      0.1132000      0.0197000      0.1055000     -0.0233000      0.1057000     -0.1561000      0.0952000     -0.1439000      0.2102000     BAT
    -61.6959991      0.0965000      0.1084000     -0.0631000      0.1124000      0.0136000      0.0959000      0.0336000      0.0829000      0.0806000      0.2011000     BAT
    -61.6320000     -0.0452000      0.1098000      0.2019000      0.1078000      0.1629000      0.0985000     -0.0143000      0.0949000      0.3053000      0.2058000     BAT
    -61.5680008     -0.0695000      0.1101000     -0.1464000      0.1100000     -0.0066000      0.1061000     -0.0117000      0.0943000     -0.2343000      0.2107000     BAT
    -61.5040016     -0.0302000      0.1124000      0.0469000      0.1092000     -0.0305000      0.0911000     -0.1550000      0.0816000     -0.1688000      0.1988000     BAT
    -61.4399986      0.0020000      0.1043000      0.1022000      0.1006000      0.0901000      0.0965000      0.0269000      0.0907000      0.2212000      0.1963000     BAT
    -61.3759995     -0.0761000      0.1113000      0.1934000      0.1162000     -0.0188000      0.1031000     -0.0255000      0.0905000      0.0730000      0.2115000     BAT
    -61.3120003      0.0300000      0.1022000      0.1918000      0.1159000      0.2769000      0.0978000     -0.0560000      0.1020000      0.4428000      0.2094000     BAT
    -61.2480011     -0.0616000      0.0939000     -0.0259000      0.1098000      0.0578000      0.0873000     -0.0100000      0.0899000     -0.0398000      0.1913000     BAT
    -61.1839981     -0.1240000      0.1025000     -0.1428000      0.1150000     -0.1042000      0.0987000     -0.1598000      0.0944000     -0.5308000      0.2058000     BAT
    -61.1199989     -0.0421000      0.1001000      0.0410000      0.1031000     -0.0651000      0.0966000      0.1040000      0.0994000      0.0378000      0.1996000     BAT
    -61.0559998     -0.1344000      0.1062000     -0.0898000      0.1110000      0.0711000      0.0993000      0.0012000      0.0955000     -0.1519000      0.2064000     BAT
    -60.9920006     -0.0724000      0.1023000     -0.0217000      0.1119000     -0.0132000      0.1064000     -0.0123000      0.0928000     -0.1195000      0.2071000     BAT
    -60.9280014     -0.2615000      0.1011000      0.0165000      0.1040000     -0.0799000      0.1100000     -0.0734000      0.0867000     -0.3983000      0.2016000     BAT
    -60.8639984      0.0623000      0.1092000      0.1179000      0.1107000      0.0126000      0.0989000     -0.0009000      0.0922000      0.1920000      0.2061000     BAT
    -60.7999992      0.0237000      0.1024000      0.1112000      0.1071000      0.0806000      0.1061000      0.0855000      0.0864000      0.3010000      0.2017000     BAT
    -60.7360001      0.1034000      0.1084000     -0.1215000      0.1143000      0.0799000      0.1077000     -0.1718000      0.0877000     -0.1099000      0.2099000     BAT
    -60.6720009     -0.1493000      0.1052000      0.1986000      0.1091000      0.0017000      0.0955000      0.1158000      0.0759000      0.1668000      0.1946000     BAT
    -60.6080017     -0.0779000      0.0978000     -0.1429000      0.1174000     -0.0515000      0.1007000      0.0376000      0.0867000     -0.2347000      0.2025000     BAT
    -60.5439987     -0.0663000      0.1041000     -0.0481000      0.1143000      0.1234000      0.0976000     -0.0759000      0.0966000     -0.0669000      0.2068000     BAT
    -60.4799995      0.0256000      0.0982000     -0.0798000      0.1109000     -0.0081000      0.1122000     -0.0271000      0.0980000     -0.0893000      0.2101000     BAT
    -60.4160004     -0.0100000      0.1074000     -0.0284000      0.1129000     -0.0893000      0.0942000     -0.1276000      0.1002000     -0.2552000      0.2078000     BAT
    -60.3520012      0.1465000      0.1039000      0.1406000      0.1041000      0.0636000      0.1024000     -0.0482000      0.0904000      0.3026000      0.2008000     BAT
